id_x,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id_y,company_rating,company_location,total_fleet_count,iata_approved
23207,Estonia,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1455.0,29615,23207,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.23,29615,1.0,Zimbabwe,2.0,True
4716,Estonia,Type F5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3470.0,29615,4716,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.71,29615,1.0,Zimbabwe,2.0,True
47772,Micronesia,Type G0,Plasma,ThetaBase Services,2.0,8,strict,4.0,True,False,5160.0,11567,47772,85.0,9.0,10.0,10.0,10.0,10.0,9.0,8,0.5,11567,1.0,Niger,31.0,True
37131,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0.0,4,strict,3.0,False,False,1910.0,34678,37131,90.0,10.0,8.0,10.0,10.0,10.0,10.0,2,0.49,34678,0.89,Croatia,4.0,True
15421,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,3470.0,2203,15421,97.0,10.0,10.0,10.0,10.0,10.0,10.0,45,2.68,2203,1.0,Ecuador,1.0,False
853,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,strict,4.0,False,False,1910.0,28828,853,80.0,9.0,9.0,9.0,10.0,8.0,9.0,3,0.17,28828,1.0,Isle of Man,198.0,True
45508,Rwanda,Type F5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,False,False,2196.0,40192,45508,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.86,40192,1.0,Croatia,2.0,True
23808,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1585.0,34500,23808,99.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.74,34500,1.0,Chad,1.0,True
6127,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,strict,0.0,False,False,1637.0,12177,6127,100.0,10.0,9.0,9.0,10.0,9.0,10.0,2,0.11,12177,1.0,France,6.0,True
31093,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,3457.0,38486,31093,97.0,10.0,10.0,9.0,10.0,10.0,9.0,23,1.57,38486,1.0,Afghanistan,7.0,False
62501,Indonesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1910.0,44590,62501,90.0,10.0,9.0,10.0,9.0,10.0,9.0,4,0.27,44590,1.0,Faroe Islands,1.0,False
10923,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1585.0,39812,10923,96.0,10.0,10.0,10.0,10.0,10.0,10.0,198,11.23,39812,1.0,Nicaragua,6.0,True
53567,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,3.0,6,moderate,3.0,True,False,1403.0,937,53567,91.0,10.0,9.0,10.0,10.0,9.0,9.0,68,3.89,937,1.0,French Guiana,3.0,False
45344,Gambia,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2755.0,31104,45344,98.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0.56,31104,1.0,France,2.0,False
66192,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,3210.0,44761,66192,95.0,10.0,9.0,10.0,10.0,10.0,9.0,11,1.63,44761,0.9,Niger,1.0,False
2871,Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,8670.0,19842,2871,76.0,9.0,9.0,8.0,9.0,8.0,8.0,11,0.97,19842,0.85,Turkmenistan,53.0,False
25417,Switzerland,Type F5,Plasma,ThetaBase Services,3.0,8,strict,5.0,False,False,2677.0,6894,25417,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.14,6894,0.8,Estonia,47.0,True
40295,Russian Federation,Type F5,Plasma,ThetaBase Services,3.0,7,strict,3.0,False,False,4770.0,7980,40295,94.0,10.0,9.0,10.0,10.0,10.0,9.0,37,2.12,7980,1.0,Tonga,1.0,False
1437,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,3470.0,3391,1437,80.0,9.0,9.0,7.0,8.0,10.0,7.0,6,0.35,3391,1.0,Iran,58.0,True
31887,Bouvet Island (Bouvetoya),Type Z6,Plasma,ThetaBase Services,2.0,6,moderate,4.0,False,False,2820.0,42804,31887,100.0,10.0,9.0,10.0,10.0,9.0,9.0,4,0.36,42804,1.0,Chad,1.0,False
43133,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1455.0,40192,43133,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.25,40192,1.0,Croatia,2.0,True
21868,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1585.0,39812,21868,98.0,10.0,10.0,10.0,10.0,10.0,10.0,193,10.95,39812,1.0,Nicaragua,6.0,True
37442,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2157.0,1126,37442,90.0,10.0,9.0,10.0,10.0,10.0,9.0,18,1.03,1126,1.0,Estonia,1.0,True
35037,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,2,moderate,1.0,False,False,1754.0,1200,35037,100.0,10.0,10.0,10.0,10.0,9.0,10.0,15,0.89,1200,1.0,Russian Federation,2.0,True
33988,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1221.0,20515,33988,93.0,9.0,9.0,10.0,10.0,10.0,10.0,3,0.28,20515,1.0,Niue,2.0,True
22977,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,1767.0,36917,22977,100.0,9.0,6.0,10.0,10.0,10.0,10.0,2,0.41,36917,1.0,Croatia,1.0,True
22863,Micronesia,Type G0,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,3080.0,11567,22863,85.0,9.0,10.0,9.0,9.0,9.0,9.0,4,0.35,11567,1.0,Niger,31.0,True
74481,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1390.0,10554,74481,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.06,10554,0.0,Russian Federation,2.0,False
31890,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,2.0,False,False,1832.0,49623,31890,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.19,49623,1.0,Faroe Islands,1.0,False
37159,Micronesia,Type G0,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2950.0,11567,37159,96.0,10.0,10.0,10.0,10.0,10.0,9.0,11,0.74,11567,1.0,Niger,31.0,True
58860,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,True,False,1325.0,29119,58860,94.0,9.0,9.0,10.0,10.0,10.0,9.0,44,2.49,29119,1.0,Nicaragua,2.0,False
62523,Malta,Type V2,Plasma,ThetaBase Services,4.0,6,strict,4.0,False,False,3405.0,30778,62523,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.31,30778,1.0,Guernsey,1.0,True
32625,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1364.0,33372,32625,93.0,10.0,9.0,10.0,10.0,9.0,9.0,150,8.43,33372,1.0,Guinea,22.0,True
68191,Malta,Type V7,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1390.0,17873,68191,92.0,10.0,9.0,10.0,10.0,9.0,9.0,75,4.28,17873,1.0,El Salvador,1.0,False
8622,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1364.0,33372,8622,92.0,10.0,9.0,10.0,10.0,9.0,9.0,137,7.77,33372,1.0,Guinea,22.0,True
3198,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1299.0,33372,3198,89.0,9.0,9.0,10.0,10.0,9.0,9.0,142,8.02,33372,1.0,Guinea,22.0,True
44191,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1299.0,33372,44191,87.0,9.0,9.0,10.0,10.0,9.0,9.0,110,6.21,33372,1.0,Guinea,22.0,True
9412,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1364.0,33372,9412,95.0,10.0,9.0,10.0,10.0,9.0,10.0,151,8.6,33372,1.0,Guinea,22.0,True
66343,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1364.0,33372,66343,91.0,10.0,9.0,10.0,10.0,9.0,9.0,162,9.29,33372,1.0,Guinea,22.0,True
58470,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1299.0,33372,58470,91.0,10.0,9.0,10.0,10.0,9.0,9.0,138,7.83,33372,1.0,Guinea,22.0,True
58897,Brazil,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2365.0,9693,58897,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0.28,9693,1.0,Vanuatu,8.0,False
70666,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2170.0,37063,70666,83.0,9.0,9.0,9.0,9.0,10.0,9.0,24,1.4,37063,1.0,Barbados,1.0,False
36800,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1520.0,14009,36800,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.52,14009,1.0,Russian Federation,1.0,False
25742,United Kingdom,Type F5,Plasma,ThetaBase Services,4.0,5,strict,4.0,False,False,2300.0,29563,25742,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12,29563,1.0,Jersey,2.0,False
11474,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1572.0,37125,11474,90.0,10.0,9.0,10.0,10.0,10.0,9.0,43,2.53,37125,1.0,Rwanda,1.0,False
13701,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1520.0,34037,13701,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,34037,0.0,Togo,2.0,False
49808,Russian Federation,Type F5,Plasma,ThetaBase Services,3.0,7,strict,4.0,False,False,3080.0,18123,49808,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.09,18123,1.0,Russian Federation,3.0,False
26325,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1650.0,33961,26325,100.0,10.0,10.0,10.0,10.0,10.0,10.0,121,9.28,33961,1.0,Indonesia,3.0,True
38378,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,False,False,2235.0,6894,38378,80.0,8.0,7.0,9.0,8.0,9.0,9.0,3,0.39,6894,0.8,Estonia,47.0,True
38437,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,1949.0,15004,38437,89.0,9.0,9.0,10.0,10.0,10.0,9.0,37,2.59,15004,1.0,Uzbekistan,88.0,False
41369,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1715.0,15004,41369,89.0,9.0,10.0,10.0,10.0,10.0,9.0,34,2.3,15004,1.0,Uzbekistan,88.0,False
8687,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,True,False,1936.0,15004,8687,86.0,9.0,10.0,9.0,9.0,9.0,9.0,34,2.17,15004,1.0,Uzbekistan,88.0,False
57789,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2300.0,16042,57789,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.19,16042,0.0,Rwanda,2.0,False
62546,Malta,Type V7,Quantum,ThetaBase Services,0.0,2,moderate,1.0,False,False,1429.0,35999,62546,76.0,8.0,8.0,8.0,8.0,9.0,8.0,9,1.03,35999,1.0,Mauritania,3.0,True
15735,Russian Federation,Type V2,Plasma,ThetaBase Services,2.0,5,flexible,3.0,False,False,2040.0,36758,15735,90.0,9.0,9.0,10.0,10.0,10.0,9.0,3,0.78,36758,0.89,Russian Federation,2.0,False
2418,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1715.0,15004,2418,95.0,10.0,10.0,10.0,10.0,10.0,9.0,30,1.81,15004,1.0,Uzbekistan,88.0,False
1248,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,False,False,2885.0,1159,1248,90.0,10.0,9.0,10.0,10.0,10.0,9.0,2,0.15,1159,1.0,Monaco,1.0,True
71772,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2755.0,24349,71772,97.0,10.0,10.0,10.0,10.0,10.0,9.0,19,1.11,24349,1.0,Guinea,2.0,True
27052,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2950.0,28828,27052,95.0,9.0,10.0,10.0,10.0,10.0,9.0,21,1.25,28828,1.0,Isle of Man,198.0,True
76488,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2040.0,9852,76488,88.0,9.0,9.0,10.0,10.0,9.0,9.0,33,1.91,9852,1.0,Maldives,11.0,False
3829,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2040.0,9852,3829,89.0,9.0,10.0,10.0,10.0,10.0,9.0,31,1.83,9852,1.0,Maldives,11.0,False
24776,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1299.0,33372,24776,89.0,9.0,9.0,10.0,10.0,9.0,9.0,145,8.27,33372,1.0,Guinea,22.0,True
41462,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,3.0,False,False,3080.0,39109,41462,92.0,10.0,10.0,10.0,10.0,10.0,9.0,18,1.23,39109,0.77,Ukraine,24.0,True
32525,Niue,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2950.0,29454,32525,89.0,9.0,9.0,10.0,9.0,9.0,9.0,28,1.65,29454,1.0,Guinea,1.0,False
44726,Pakistan,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,True,False,1806.0,40953,44726,98.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.87,40953,1.0,Cocos (Keeling) Islands,1.0,False
49193,Rwanda,Type V7,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1780.0,15004,49193,82.0,9.0,9.0,10.0,10.0,10.0,8.0,26,1.88,15004,1.0,Uzbekistan,88.0,False
66213,United Kingdom,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1845.0,20069,66213,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.48,20069,1.0,Monaco,3.0,False
48524,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,strict,2.0,True,False,2833.0,15004,48524,96.0,10.0,10.0,10.0,10.0,10.0,9.0,53,3.55,15004,1.0,Uzbekistan,88.0,False
31470,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1585.0,29578,31470,92.0,9.0,9.0,10.0,9.0,9.0,8.0,5,0.29,29578,1.0,Chile,2.0,False
4337,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1585.0,45821,4337,97.0,10.0,10.0,10.0,10.0,10.0,10.0,58,3.37,45821,1.0,Nicaragua,1.0,True
36313,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1520.0,4322,36313,81.0,9.0,8.0,9.0,9.0,9.0,8.0,34,1.94,4322,0.97,Tonga,32.0,False
64598,Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,1910.0,28828,64598,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.58,28828,1.0,Isle of Man,198.0,True
18361,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,4.0,False,False,3340.0,7354,18361,95.0,10.0,9.0,10.0,10.0,10.0,9.0,16,0.96,7354,1.0,Cape Verde,1.0,False
7739,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,2950.0,28828,7739,96.0,10.0,10.0,9.0,10.0,10.0,9.0,32,1.98,28828,1.0,Isle of Man,198.0,True
6872,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1416.0,49825,6872,98.0,10.0,10.0,9.0,10.0,9.0,10.0,8,0.48,49825,1.0,Pakistan,7.0,True
36163,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,1962.0,6894,36163,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.06,6894,0.8,Estonia,47.0,True
71845,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,True,False,2300.0,33748,71845,80.0,9.0,9.0,9.0,9.0,9.0,8.0,39,2.48,33748,0.3,Uzbekistan,3.0,True
1314,Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2872.0,37646,1314,92.0,9.0,10.0,9.0,9.0,9.0,9.0,14,0.94,37646,1.0,Estonia,60.0,False
23098,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2820.0,28828,23098,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.24,28828,1.0,Isle of Man,198.0,True
53855,Brazil,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,3.0,False,False,2170.0,36302,53855,93.0,9.0,9.0,10.0,9.0,10.0,9.0,15,1.12,36302,1.0,Vanuatu,1.0,False
9244,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1468.0,3237,9244,97.0,10.0,9.0,10.0,10.0,10.0,10.0,43,2.5,3237,1.0,Turkmenistan,2.0,True
26221,Malta,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2430.0,35216,26221,100.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.31,35216,0.5,Marshall Islands,1.0,True
25684,Kiribati,Type V2,Quantum,ThetaBase Services,2.0,3,moderate,2.0,True,False,1130.0,16344,25684,95.0,10.0,9.0,10.0,10.0,9.0,10.0,30,1.84,16344,1.0,Nicaragua,1.0,False
36111,Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,5.0,True,False,2157.0,33108,36111,98.0,10.0,10.0,10.0,10.0,9.0,9.0,41,2.49,33108,1.0,Costa Rica,3.0,False
58895,Gambia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,True,False,1975.0,36998,58895,90.0,8.0,9.0,9.0,10.0,8.0,8.0,6,0.54,36998,0.92,Lebanon,10.0,False
33943,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,3600.0,12164,33943,100.0,10.0,10.0,10.0,10.0,10.0,10.0,18,1.08,12164,1.0,Nicaragua,8.0,False
28056,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,1845.0,18262,28056,91.0,10.0,9.0,9.0,10.0,9.0,9.0,21,1.25,18262,1.0,Netherlands,1.0,False
14477,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2300.0,15004,14477,91.0,9.0,10.0,10.0,10.0,10.0,9.0,39,2.61,15004,1.0,Uzbekistan,88.0,False
27993,Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,2,strict,0.0,True,False,2690.0,39248,27993,96.0,10.0,10.0,10.0,10.0,10.0,9.0,124,7.25,39248,0.97,Cuba,5.0,False
40596,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2820.0,28828,40596,80.0,10.0,8.0,10.0,10.0,10.0,9.0,5,0.29,28828,1.0,Isle of Man,198.0,True
32184,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,1910.0,26434,32184,84.0,9.0,9.0,10.0,9.0,10.0,9.0,38,2.43,26434,1.0,Tonga,1.0,False
10804,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1.0,3,strict,1.0,True,False,1390.0,937,10804,96.0,10.0,9.0,10.0,10.0,10.0,10.0,39,2.25,937,1.0,French Guiana,3.0,False
8748,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,2.0,3,strict,2.0,True,False,1325.0,937,8748,95.0,10.0,9.0,10.0,10.0,10.0,10.0,30,2.0,937,1.0,French Guiana,3.0,False
73200,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1390.0,44295,73200,93.0,9.0,9.0,10.0,10.0,10.0,9.0,12,0.71,44295,1.0,Djibouti,1.0,False
4664,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,1130.0,21703,4664,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50,2.99,21703,0.91,Palestinian Territory,1.0,True
56835,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2157.0,27019,56835,93.0,10.0,9.0,10.0,10.0,10.0,9.0,25,1.75,27019,1.0,Gambia,1.0,False
14509,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1195.0,36867,14509,97.0,10.0,10.0,10.0,10.0,10.0,10.0,49,3.29,36867,1.0,Tanzania,1.0,False
37744,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1377.0,4322,37744,78.0,8.0,7.0,9.0,8.0,9.0,7.0,8,0.48,4322,0.97,Tonga,32.0,False
47055,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2040.0,16113,47055,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.24,16113,1.0,Croatia,2.0,True
42299,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1637.0,16113,42299,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06,16113,1.0,Croatia,2.0,True
36703,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2599.0,490,36703,83.0,9.0,9.0,10.0,9.0,9.0,9.0,15,1.03,490,1.0,Bosnia and Herzegovina,6.0,False
35187,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2820.0,24448,35187,93.0,10.0,10.0,10.0,9.0,10.0,10.0,7,0.43,24448,1.0,Venezuela,1.0,False
62537,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1923.0,15004,62537,89.0,10.0,9.0,9.0,9.0,9.0,9.0,29,2.19,15004,1.0,Uzbekistan,88.0,False
57055,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,1936.0,15004,57055,86.0,9.0,9.0,10.0,10.0,10.0,9.0,34,2.34,15004,1.0,Uzbekistan,88.0,False
19151,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1520.0,3596,19151,100.0,10.0,10.0,10.0,10.0,10.0,10.0,19,1.3,3596,1.0,Marshall Islands,6.0,True
31032,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1234.0,49825,31032,96.0,10.0,9.0,10.0,9.0,9.0,10.0,15,0.87,49825,1.0,Pakistan,7.0,True
34123,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2170.0,28828,34123,73.0,8.0,7.0,9.0,9.0,10.0,8.0,6,0.36,28828,1.0,Isle of Man,198.0,True
64568,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2300.0,28828,64568,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06,28828,1.0,Isle of Man,198.0,True
67845,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1143.0,1577,67845,40.0,8.0,2.0,10.0,6.0,8.0,4.0,1,0.35,1577,1.0,Peru,8.0,True
27851,Malta,Type V2,Plasma,ThetaBase Services,5.0,9,moderate,8.0,False,False,4120.0,18077,27851,97.0,10.0,8.0,9.0,10.0,10.0,9.0,6,0.4,18077,1.0,Sao Tome and Principe,139.0,False
15574,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,9,strict,4.0,False,False,4757.0,24026,15574,86.0,9.0,8.0,10.0,9.0,10.0,9.0,24,1.61,24026,0.98,Cape Verde,69.0,True
25402,Gambia,Type V5,Plasma,ThetaBase Services,1.0,5,flexible,1.0,False,False,2040.0,9131,25402,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06,9131,1.0,Gambia,5.0,False
31674,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,2105.0,8397,31674,60.0,10.0,4.0,10.0,10.0,10.0,10.0,2,0.12,8397,1.0,Faroe Islands,1.0,True
61502,Barbados,Type G0,Plasma,ThetaBase Services,0.0,3,strict,2.0,False,False,1936.0,47361,61502,94.0,9.0,10.0,10.0,10.0,9.0,10.0,13,0.86,47361,1.0,Barbados,10.0,False
340,Barbados,Type G0,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2430.0,47361,340,89.0,9.0,9.0,9.0,9.0,8.0,9.0,25,1.54,47361,1.0,Barbados,10.0,False
12749,Malta,Type V2,Plasma,ThetaBase Services,3.0,9,moderate,5.0,False,False,4783.0,18077,12749,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.24,18077,1.0,Sao Tome and Principe,139.0,False
37183,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,2482.0,8129,37183,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.26,8129,1.0,Rwanda,5.0,False
21198,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2105.0,18979,21198,91.0,10.0,9.0,10.0,10.0,10.0,9.0,68,4.04,18979,1.0,Tonga,6.0,True
56149,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,5.0,False,False,2495.0,9772,56149,91.0,10.0,9.0,9.0,10.0,9.0,9.0,14,0.87,9772,1.0,Marshall Islands,3.0,True
72837,Gambia,Type V5,Plasma,ThetaBase Services,2.0,10,flexible,4.0,True,False,2885.0,9131,72837,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1,0.21,9131,1.0,Gambia,5.0,False
52696,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2950.0,28828,52696,75.0,8.0,10.0,8.0,8.0,10.0,9.0,5,0.3,28828,1.0,Isle of Man,198.0,True
4699,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1832.0,15004,4699,85.0,9.0,9.0,9.0,10.0,9.0,9.0,32,2.27,15004,1.0,Uzbekistan,88.0,False
13991,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,False,False,2417.0,38458,13991,96.0,10.0,10.0,10.0,10.0,10.0,9.0,38,2.35,38458,1.0,Montserrat,6.0,True
68480,Gambia,Type V7,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2105.0,31104,68480,97.0,10.0,10.0,9.0,9.0,9.0,10.0,23,1.36,31104,1.0,France,2.0,False
58281,Rwanda,Type V5,Plasma,ThetaBase Services,3.0,8,strict,6.0,True,False,1767.0,29123,58281,91.0,9.0,8.0,10.0,10.0,9.0,9.0,32,2.03,29123,1.0,Zimbabwe,16.0,True
